ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
5198,CUS0x92c8,January,Ernest Scheyderb,31,Manager,16892.1,1662.675,3,2,5,2,"Not Specified, and Credit-Builder Loan",10,7,9.17,2,1063.31,24.0631783,28 Years and 5 Months,NM,223.8496842,!@9#%8,207.1322102,
5199,CUS0x7aae,January,Kazunori Takadau,17,Architect,60860.1,,8,6,30,2,"Not Specified, and Mortgage Loan",5,12,17.09,2368,2635.35,42.65365871,9 Years and 7 Months,Yes,74.26193233,HighspentLargevaluepayments,551.8589053,
5200,CUS0x68d9,January,Steve Slaterk,27,Writer,68561.31,5594.4425,6,5,12,2,"Mortgage Loan, and Credit-Builder Loan",30,14,10.72,8,93.67,27.3455573,29 Years and 11 Months,Yes,74.38303829,HighspentLargevaluepayments,667.039938,
5201,CUS0xa584,January,anq,42,Writer,52384.83,4238.4025,9,5,20,7,"Mortgage Loan, Student Loan, Credit-Builder Loan, Student Loan, Credit-Builder Loan, Auto Loan, and Personal Loan",52,,19.29,9,1533.79,35.24208813,6 Years and 10 Months,Yes,71.44655154,HighspentLargevaluepayments,326.8769715,
5202,CUS0x2d22,June,ills,22,Accountant,16083.84,1488.32,7,4,11,2,"Payday Loan, and Home Equity Loan",15,18,7.92,0,537.64,28.66181376,17 Years and 0 Months,Yes,129.6541393,LowspentMediumvaluepayments,284.4910485,
5203,CUS0x13e4,July,Edward Krudyl,20,Doctor,62475.57,5307.2975,7,7,28,5,"Mortgage Loan, Student Loan, Student Loan, Home Equity Loan, and Personal Loan",25,15,,11,3523.03,38.6540156,14 Years and 7 Months,Yes,78.43022537,HighspentMediumvaluepayments,524.665568,
5204,CUS0xa5be,August,Herbert Lashn,54,Entrepreneur,30084.89,2375.074167,5,5,7,3,"Student Loan, Student Loan, and Debt Consolidation Loan",12,20,10.57,4,115.84,37.38439086,15 Years and 10 Months,Yes,24.98924671,HighspentLargevaluepayments,400.4210737,
5205,CUS0xad30,August,Steve Schererp,27,Scientist,38076.6,3059.05,10,8,24,4,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Debt Consolidation Loan",37,,11.26,16,1575.34,29.19599192,6 Years and 3 Months,Yes,79.24473992,HighspentLargevaluepayments,346.3611259,
5206,CUS0x7459,August,Ben Hirschlero,25,Musician,9886.53,575.8775,8,3,3,4,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",20,10,1.84,5,102.46,23.60407388,20 Years and 11 Months,No,38.46753964,LowspentMediumvaluepayments,269.0555848,
5207,CUS0x1666,February,Luciaj,49,Engineer,9603.845,510.3204167,4,3,14,1,Auto Loan,30,10,1.3,4,1451.72,34.11240817,32 Years and 11 Months,Yes,27.15279059,LowspentSmallvaluepayments,308.61696,
5208,CUS0xac15,July,Fiona Ortizm,17,Entrepreneur,8083.14,922.595,4,7,15,7,"Debt Consolidation Loan, Personal Loan, Payday Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",23,6,14.2,8,1964.82,38.94851219,17 Years and 11 Months,Yes,36.88958874,LowspentSmallvaluepayments,315.7532814,
5209,CUS0x4280,June,Fabir,53,Teacher,30269.71,2387.775996,6,5,7,3,"Payday Loan, Personal Loan, and Credit-Builder Loan",17,19,1.9,0,838.05,33.47796732,15 Years and 10 Months,Yes,72.98562687,LowspentLargevaluepayments,418.0056628,
5210,CUS0x112f,May,Ju-minv,21,Mechanic,75506.42,,1,4,5,1,Auto Loan,-2,3,3.44,7,1069.19,27.90330603,23 Years and 5 Months,No,699.8725757,LowspentSmallvaluepayments,134.2439478,
5211,CUS0xb239,June,Wanfeng Zhout,43,Mechanic,84907.68,6642.952277,3,5,8,3,"Not Specified, Debt Consolidation Loan, and Auto Loan",12,9,5.8,4,16.18,33.24877563,26 Years and 0 Months,No,82.5131549,HighspentMediumvaluepayments,720.1454743,
5212,CUS0x52c3,April,Levinek,21,Mechanic,18763.21,,8,6,30,-100,"Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Debt Consolidation Loan",18,,8.22,12,2286.73,33.08334846,12 Years and 8 Months,Yes,48.46766099,HighspentSmallvaluepayments,313.228423,
5213,CUS0xa788,May,Skariachann,25,Entrepreneur,29563.72,2704.643333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,,10.05,10,1736.34,37.44228321,13 Years and 2 Months,NM,68.29774836,HighspentSmallvaluepayments,379.613517,
5214,CUS0x94dd,March,Chiangb,19,Scientist,23107.74,1983.645,4,4,10,1,Debt Consolidation Loan,5,18,17.45,7,859.23,26.05951314,27 Years and 11 Months,Yes,105.9545439,!@9#%8,334.8063964,
5215,CUS0x5107,July,Josephq,26,Teacher,9622.625,905.8854167,5,5,16,5,"Student Loan, Not Specified, Mortgage Loan, Payday Loan, and Credit-Builder Loan",8,10,,5,1836.2,30.18308793,11 Years and 9 Months,NM,10000,HighspentSmallvaluepayments,274.1151556,
5216,CUS0x3ded,June,Robin Emmottt,16,Scientist,33537.3,,10,6,28,7,"Debt Consolidation Loan, Auto Loan, Personal Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",23,26,15.95,14,2502.26,22.85739426,8 Years and 9 Months,Yes,298.7757978,LowspentSmallvaluepayments,111.9458994,
5217,CUS0x386b,July,"""John ODonnell""a",36,Developer,14914.01,,10,9,17,8,"Personal Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Payday Loan, and Personal Loan",35,21,7.75,13,1357.22,29.23268733,,NM,131.2450918,LowspentMediumvaluepayments,219.2431341,
5218,CUS0x7fb3,July,Callusk,29,Engineer,19557.1,1423.758333,5,5,15,4,"Student Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",15,17,12.86,7,2002.24,30.49728508,12 Years and 5 Months,Yes,136.9517508,LowspentSmallvaluepayments,241.7694756,
5219,CUS0x41bf,February,Doeringq,44,Journalist,61990.52,4900.876667,10,10,25,9,"Auto Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, and Student Loan",18,20,19.32,6,3618.91,31.74769397,13 Years and 3 Months,Yes,125.3989718,HighspentLargevaluepayments,249.545299,
5220,CUS0x5d0f,July,Dolanr,42,Doctor,16287.14,1097.261667,8,5,26,2,"Not Specified, and Personal Loan",13,17,17.39,6,1802.72,28.77615244,20 Years and 4 Months,NM,52.90685039,LowspentSmallvaluepayments,326.328844,
5221,CUS0x21b7,January,Finnl,16,Musician,18157.95,1291.1625,6,7,28,2,"Personal Loan, and Home Equity Loan",24,12,9.03,11,1795.88,35.15535095,7 Years and 11 Months,Yes,78.82571906,LowspentSmallvaluepayments,318.328136,
5222,CUS0x4717,July,Valetkevitchz,33,Developer,11550.325,947.5270833,5,7,15,2,"Auto Loan, and Credit-Builder Loan",22,16,1.46,2,689.44,35.21453046,17 Years and 10 Months,No,10000,LowspentSmallvaluepayments,276.0749925,
5223,CUS0x2798,February,"""John ODonnell""q",43,Musician,46066.06,3567.838333,7,7,8,-100,"Student Loan, and Payday Loan",27,15,16.43,5,373.75,31.35589271,,Yes,38.00695684,HighspentMediumvaluepayments,507.6173903,
5224,CUS0x6865,January,Eva Kuehneno,42,Entrepreneur,31645.66,2676.138333,4,4,4,2,"Auto Loan, and Personal Loan",25,14,8.6,4,807.06,32.94331516,26 Years and 1 Months,No,10000,LowspentLargevaluepayments,331.1105905,
5225,CUS0x6cf6,February,Alwynt,43,Musician,105774.57,8540.5475,5,321,16,2,"Auto Loan, and Payday Loan",25,11,15.38,4,582.13,27.56203916,28 Years and 6 Months,Yes,128.4584024,HighspentLargevaluepayments,816.9408159,
5226,CUS0xadad,January,Masond,26,Doctor,92186.19,,1,2,12,4,"Personal Loan, Auto Loan, Not Specified, and Personal Loan",5,0,10.74,4,809.01,29.47034561,20 Years and 2 Months,No,84.28051567,HighspentLargevaluepayments,718.6400805,
5227,CUS0x6c4c,May,Weira,47,Accountant,85953.88,7140.823333,3,3,16,4,"Personal Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",23,20,15.55,9,649.07,33.13100428,28 Years and 9 Months,Yes,737.4906529,LowspentMediumvaluepayments,37.34250598,
5228,CUS0xadad,February,Masond,27,,92186.19,7487.1825,1,2,12,4,"Personal Loan, Auto Loan, Not Specified, and Personal Loan",1,,9.74,4,809.01,31.8113372,20 Years and 3 Months,No,174.9193059,HighspentLargevaluepayments,628.0012903,
5229,CUS0x6e8d,March,Sinead Cruises,36,Manager,40341.38,3196.559142,6,6,4,3,"Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",6,18,5.79,1,1263.68,33.89232114,21 Years and 5 Months,NM,47.07296692,HighspentMediumvaluepayments,488.0236156,
5230,CUS0xb160,March,Deepac,51,Scientist,35516.68,2729.723333,0,2,6,4,"Auto Loan, Payday Loan, Payday Loan, and Payday Loan",14,7,6.65,2,981.33,32.45843523,16 Years and 3 Months,No,85.63076386,HighspentSmallvaluepayments,351.4823031,
5231,CUS0x261d,July,Kirstin Ridleyg,17,Architect,8400.715,418.0595833,8,10,29,4,"Student Loan, Auto Loan, Payday Loan, and Mortgage Loan",17,,1.08,10,1414.23,29.97129234,17 Years and 3 Months,Yes,10.83855857,HighspentLargevaluepayments,251.3089971,
5232,CUS0x8cc8,January,Douwes,43,Manager,124564.6,10207.38333,3,4,6,7,"Auto Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, and Home Equity Loan",8,22,11.63,5,849.21,37.53153614,12 Years and 8 Months,Yes,209.7765861,HighspentLargevaluepayments,578.3693798,
5233,CUS0x45bd,February,Katya Wachtelm,31,Mechanic,80213.4,6919.45,3,3,8,3,"Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",14,8,4.61,3,792.61,33.31393199,31 Years and 2 Months,NM,526.4061524,LowspentLargevaluepayments,235.1881459,
5234,CUS0xcda,March,,48,Teacher,33153.69,3008.8075,4,5,1,1,Auto Loan,8,1,7.37,4,565.94,34.45582112,,No,135.6419011,HighspentSmallvaluepayments,404.7206338,
5235,CUS0x26ac,June,Ryanz,26,Musician,90487.96,7330.663333,4,4,12,7,"Not Specified, Student Loan, Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Not Specified",20,13,15.62,13,1416.61,25.66699632,10 Years and 10 Months,Yes,195.2015907,!@9#%8,315.5030512,
5236,CUS0x8327,February,Wroughtone,40,Engineer,28079.86,2103.988333,3,3,20,3,"Home Equity Loan, Auto Loan, and Debt Consolidation Loan",9,,-2.49,3,577.91,38.10151808,21 Years and 3 Months,NM,53.1271018,HighspentLargevaluepayments,338.7828016,
5237,CUS0x4029,July,Ross Kerbera,45,Architect,17077.4,1583.116667,9,10,29,5,"Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Student Loan",61,25,2.6,14,2577.55,27.91879262,15 Years and 3 Months,Yes,111.8916829,LowspentSmallvaluepayments,272.2480966,
5238,CUS0x960f,June,Zhuf,27,MediaManager,14480.21,943.6841667,10,7,24,9,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, Personal Loan, Not Specified, Auto Loan, and Not Specified",25,18,15.93,9,3873.09,37.88921616,8 Years and 0 Months,Yes,91.03759875,LowspentSmallvaluepayments,238.7432511,
5239,CUS0x6c49,August,Marianna Parragas,46,Accountant,81471.96,6763.33,6,6,25,5,"Student Loan, Personal Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",19,13,27.09,6,2679.69,39.14046309,11 Years and 6 Months,Yes,87.26288726,HighspentLargevaluepayments,626.2123297,
5240,CUS0xb70f,February,,41,Lawyer,42708.16,3595.013333,0,4,9,-100,"Personal Loan, and Not Specified",3,5,3.67,4,1314.73,34.61823332,,NM,31.71071677,HighspentLargevaluepayments,512.3029753,
5241,CUS0x30fd,March,Chuck Mikolajczakw,43,Developer,43074.48,3315.54,7,5,10,4,"Not Specified, Student Loan, Not Specified, and Mortgage Loan",21,10,16.31,4,2572.44,35.91580999,16 Years and 1 Months,Yes,86.58904888,HighspentMediumvaluepayments,373.6296987,
5242,CUS0x8680,August,Baltimoreo,32,Mechanic,17455.36,1222.613333,7,10,1729,7,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Mortgage Loan, and Payday Loan",52,16,1.49,17,1657.79,24.59611706,10 Years and 2 Months,Yes,80.07496079,LowspentSmallvaluepayments,273.3901516,
5243,CUS0xbdca,June,Yokof,35,Scientist,9106.335,555.86125,4,5,9,6,"Personal Loan, Auto Loan, Auto Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",15,18,16.23,8,2485.16,36.77309079,17 Years and 10 Months,Yes,51.56568784,LowspentMediumvaluepayments,244.6361416,
5244,CUS0x50df,February,Diane Bartzl,36,Lawyer,15845.47,,5,10,26,6,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, and Payday Loan",25,16,16.12,12,1275.75,25.3122225,6 Years and 4 Months,Yes,126.1719881,LowspentSmallvaluepayments,194.5341008,
5245,CUS0x5ec6,February,Ananthalakshmiw,22,Engineer,7415.08,815.9233333,5,6,14,6,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, and Personal Loan",9,8,11.06,7,583.56,32.97065793,15 Years and 10 Months,Yes,58.26983607,LowspentSmallvaluepayments,286.311692,
5246,CUS0x41a0,July,Sierrar,17,Writer,61627.35,,8,6,26,7,"Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Not Specified",8,8,17.57,13,2258.24,28.84994846,12 Years and 2 Months,NM,612.8609835,LowspentSmallvaluepayments,,
5247,CUS0x444b,January,Saeed Azharz,53,Entrepreneur,127708.48,10389.37333,7,3,13,3,"Home Equity Loan, Debt Consolidation Loan, and Home Equity Loan",11,20,,1,1123.12,31.99600022,31 Years and 11 Months,Yes,,LowspentMediumvaluepayments,795.8184227,
5248,CUS0xb8b9,April,Andrew Callush,28,Doctor,28896.84,2151.07,7,7,30,5,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, Auto Loan, and Student Loan",51,19,12.25,7,2131.92,24.1932391,,NM,24.45258134,HighspentMediumvaluepayments,346.8591493,
5249,CUS0x411d,May,Lucia Mutikanii,22,,15134.06,1018.171667,7,7,29,7,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Student Loan, and Debt Consolidation Loan",38,16,4.03,9,2548.54,27.0750972,7 Years and 6 Months,Yes,,LowspentLargevaluepayments,266.1713375,
5250,CUS0x5b28,April,,16,Teacher,72637.48,6064.123333,167,5,27,4,"Not Specified, Credit-Builder Loan, Home Equity Loan, and Auto Loan",16,,8.41,10,1933.9,27.06702689,11 Years and 5 Months,Yes,279.3943154,!@9#%8,412.5906625,
5251,CUS0x7411,January,Conor Humphriesy,20,Engineer,55473.22,4598.768333,5,6,7,4,"Debt Consolidation Loan, Payday Loan, Personal Loan, and Personal Loan",26,20,,4,160.87,34.30446406,21 Years and 9 Months,No,593.6249856,LowspentSmallvaluepayments,,
5252,CUS0xb102,May,Grayq,27,Musician,38491.94,3098.661667,5,7,18,4,"Home Equity Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",15,9,7.31,4,1659.15,30.53031153,13 Years and 8 Months,Yes,338.1115093,LowspentSmallvaluepayments,179.7433421,
5253,CUS0x28e2,April,Lynchn,25,Journalist,17887.47,1542.6225,1668,6,29,9,"Payday Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, and Auto Loan",56,19,26.46,8,4804.76,24.37005079,6 Years and 1 Months,Yes,10000,LowspentSmallvaluepayments,117.1994887,
5254,CUS0x18ca,August,Seetharamank,46,Engineer,79716.94,,0,4,6,1,Payday Loan,15,,8.63,4,1248.42,42.27670921,20 Years and 0 Months,No,152.2231162,HighspentSmallvaluepayments,687.7773954,
5255,CUS0x3998,January,Steve Slaterd,42,Journalist,34374.28,2909.523333,5,7,15,7,"Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Payday Loan, Auto Loan, and Home Equity Loan",22,16,,8,1770.65,23.7307022,17 Years and 8 Months,Yes,189.397091,LowspentSmallvaluepayments,223.8577166,
5256,CUS0x6397,April,Silvia Aloisia,24,Journalist,50885.37,4452.4475,10,10,31,7,"Payday Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",26,24,1.75,12,1919.77,33.81251453,,NM,109.6787118,HighspentLargevaluepayments,301.576199,
5257,CUS0x6956,March,Katharinaq,30,Doctor,61883.44,,9,7,27,8,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, Personal Loan, Personal Loan, and Credit-Builder Loan",53,22,18.18,7,4783.46,28.58920623,5 Years and 3 Months,Yes,359.2999456,LowspentLargevaluepayments,171.1569601,
5258,CUS0x9d91,March,Ruckery,39,MediaManager,20975.94,1481.995,10,10,26,8,"Debt Consolidation Loan, Auto Loan, Student Loan, Not Specified, Auto Loan, Student Loan, Personal Loan, and Home Equity Loan",45,17,21.83,10,4787.13,30.64061153,8 Years and 11 Months,NM,99.95593159,HighspentSmallvaluepayments,213.4393092,
5259,CUS0x900,February,Gregk,25,Journalist,16159.51,1363.625833,4,3,6,2,"Credit-Builder Loan, and Auto Loan",22,18,6.27,1,233.56,36.53729313,28 Years and 0 Months,Yes,165.5709328,LowspentSmallvaluepayments,241.4200054,
5260,CUS0x6e64,June,"""John ODonnell""a",38,Scientist,41176.49,,0,4,11,2,"Personal Loan, and Credit-Builder Loan",4,4,1.5,5,46.05,27.8469787,21 Years and 2 Months,No,167.4157934,LowspentMediumvaluepayments,402.8000336,
5261,CUS0xbba9,February,Olivia Oranx,20,,175796.6,,3,7,11,3,"Auto Loan, Credit-Builder Loan, and Personal Loan",11,1,1.46,0,1202.31,35.7919133,30 Years and 4 Months,No,110.2963565,HighspentLargevaluepayments,1239.816378,
5262,CUS0xbf40,January,Ryan Vlastelicam,26,Doctor,81864.56,6882.046667,8,5,11,-100,"Mortgage Loan, and Not Specified",6,17,16.07,5,1210.87,25.58724317,19 Years and 11 Months,Yes,192.2573058,HighspentMediumvaluepayments,671.1396596,
5263,CUS0x52ad,June,Lisa Twaronitey,29,Writer,19220.61,1881.7175,6,7,30,6,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",47,22,2.21,10,2668.97,33.17398204,10 Years and 0 Months,NM,209.3273581,LowspentSmallvaluepayments,202.2946732,
5264,CUS0x9d4c,July,Sineadf,29,Manager,37551.78,3413.315,10,10,22,7,"Auto Loan, Mortgage Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Payday Loan",58,,2.32,16,1577.79,32.83248758,10 Years and 3 Months,NM,163.4115634,LowspentSmallvaluepayments,285.7042944,
5265,CUS0x88ca,March,"ODonnell""p",49,Writer,30020.14,2179.297873,1,7,3,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",5,12,1.25,4,1292.34,35.01157338,25 Years and 0 Months,No,41.63970302,!@9#%8,352.7888767,
5266,CUS0xa741,May,Angela Moonu,38,Engineer,73610.5,6136.208333,7,6,5,-100,"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Payday Loan, and Student Loan",18,8,10.3,8,291.67,27.23199115,,Yes,404.5782657,LowspentSmallvaluepayments,244.3557619,
5267,CUS0x1358,March,Narayanan Somasundaramg,18,Teacher,59304.2,4972.016667,10,10,24,3,"Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",60,23,2.47,12,1945.03,33.97325222,12 Years and 7 Months,Yes,169.4818622,HighspentMediumvaluepayments,500.8445226,
5268,CUS0x70d8,August,Martin Santad,41,Architect,116346.93,9814.5775,0,3,9,3,"Home Equity Loan, Payday Loan, and Auto Loan",2,7,10.23,3,115.22,41.58255276,30 Years and 6 Months,No,231.8293127,HighspentMediumvaluepayments,816.6271174,
5269,CUS0x1c76,April,Karolina Tagarisj,16,Entrepreneur,35075,3032.916667,6,3,9,5,"Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",9,13,7.63,7,1435.83,31.87836881,9 Years and 10 Months,Yes,200.9769165,LowspentLargevaluepayments,227.9317149,
5270,CUS0xba96,March,Jonathanv,38,Entrepreneur,17898652,,3,5,2,4,"Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",5,4,0.85,2,1438.9,27.07498366,15 Years and 9 Months,NM,60.45003196,LowspentSmallvaluepayments,322.2774042,
5271,CUS0x1ebb,August,,28,Writer,12723.325,1183.277083,4,7,13,3,"Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",12,8,8.81,,387.78,23.8470146,22 Years and 5 Months,No,121.310284,!@9#%8,247.7471593,
5272,CUS0x22d0,March,Soyoung Kimk,33,Teacher,28108.17,2591.3475,3,4,18,4,"Auto Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",30,12,12.9,7,597.44,34.66094219,14 Years and 7 Months,NM,155.77776,LowspentLargevaluepayments,316.175002,
5273,CUS0x7174,February,Risab,30,Lawyer,7084.365,710.36375,6,6,27,7,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",23,16,17.3,4,1293.67,26.95005106,,Yes,83.80539756,LowspentSmallvaluepayments,250.4728532,
5274,CUS0xad1d,July,A.i,31,Developer,20022.29,1607.524167,7,6,21,7,"Payday Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",29,19,11.4,7,4697.06,22.73252541,4 Years and 4 Months,Yes,115.7543231,LowspentSmallvaluepayments,234.1540895,
5275,CUS0xa631,March,Kima,45,Teacher,15428.39,1405.699167,8,8,30,2,"Debt Consolidation Loan, and Student Loan",23,26,13.92,13,2664.61,34.88557467,16 Years and 10 Months,Yes,,LowspentSmallvaluepayments,365.7927553,
5276,CUS0xb4a1,May,Harry Papachristoun,46,Developer,14834.445,1082.20375,0,7,2,-100,"Student Loan, and Credit-Builder Loan",10,3,6.51,3,1442.35,31.86539951,33 Years and 1 Months,No,85.81205106,LowspentLargevaluepayments,272.2788784,
5277,CUS0x90e6,January,Tom Billg,17,Writer,82329.56,6765.796667,5,3,15,2,"Mortgage Loan, and Debt Consolidation Loan",13,10,9.49,8,66.36,38.1687463,5 Years and 7 Months,NM,183.1221949,LowspentMediumvaluepayments,681.3914562,
5278,CUS0x49fd,February,Claire Davenporta,33,Lawyer,158848.76,13006.39667,1,7,9,2,"Credit-Builder Loan, and Home Equity Loan",6,0,9.32,3,344.42,35.41065331,31 Years and 8 Months,NM,153.2801024,!@9#%8,1241.845925,
5279,CUS0xa3ba,February,Baldwind,38,Scientist,60082.77,5125.8975,8,5,15,6,"Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Auto Loan, and Not Specified",50,20,20.68,7,3040.88,29.67178457,,Yes,657.5901787,LowspentSmallvaluepayments,,
5280,CUS0x8e90,May,Karena,54,Engineer,41821.27,3430.105833,5,4,11,2,"Mortgage Loan, and Home Equity Loan",1,11,9.45,0,791.51,30.71955139,25 Years and 9 Months,NM,158.1580334,HighspentSmallvaluepayments,381.6153091,
5281,CUS0x1f2c,August,Ryan Vlastelicah,27,MediaManager,83722.16,7270.846667,3,3,1,3,"Not Specified, Home Equity Loan, and Not Specified",0,6,10.9,4,964.15,42.05453583,,No,147.6179087,HighspentLargevaluepayments,661.4960086,
5282,CUS0x211a,July,Williamv,20,Writer,56192.32,4676.693333,10,6,21,8,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, and Debt Consolidation Loan",45,,9.07,7,3777.1,39.88393251,11 Years and 5 Months,Yes,76.7442985,HighspentMediumvaluepayments,358.7346356,
5283,CUS0xb7a1,January,Danielb,33,Doctor,35376.32,,8,3,19,3,"Personal Loan, Payday Loan, and Personal Loan",12,17,15.14,7,1166.47,34.78417245,18 Years and 2 Months,Yes,57.83548953,HighspentMediumvaluepayments,405.6505068,
5284,CUS0x6cec,April,Chris Gallagheri,20,Writer,78208.96,,8,5,9,-100,"Debt Consolidation Loan, Personal Loan, and Auto Loan",23,7,11.2,5,1419.42,34.4178054,,No,141.3006834,HighspentLargevaluepayments,573.8630578,
5285,CUS0x1f61,August,Zinetsn,23,Lawyer,69014.48,5467.206667,10,6,25,7,"Mortgage Loan, Student Loan, Student Loan, Home Equity Loan, Personal Loan, Auto Loan, and Mortgage Loan",43,1614,14.28,12,2313.63,37.57878531,15 Years and 8 Months,Yes,173.8578889,LowspentLargevaluepayments,332.722432,
5286,CUS0x236b,July,Martinneo,25,Manager,18393.51,1689.693737,9,10,29,5,"Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Auto Loan",55,17,21.02,10,2604.09,30.67401548,4 Years and 9 Months,Yes,137.6311694,LowspentLargevaluepayments,244.4431494,
5287,CUS0x72ce,March,Foo Yuna,-500,Teacher,16157.79,,6,4,9,7,"Payday Loan, Payday Loan, Payday Loan, Student Loan, Mortgage Loan, Payday Loan, and Personal Loan",8,,13.54,5,1665.02,36.29415494,16 Years and 7 Months,Yes,32.19403047,LowspentMediumvaluepayments,274.9191686,
5288,CUS0x880,June,Herbertw,19,Entrepreneur,82684.62,6603.385,4,5,6,1,Payday Loan,4,,5.8,3,944.15,22.53974754,26 Years and 6 Months,No,807.9357623,LowspentSmallvaluepayments,96.45310668,
5289,CUS0x6540,March,,51,Writer,89177.01,7517.4175,6,6,8,4,"Payday Loan, Personal Loan, Credit-Builder Loan, and Personal Loan",4,16,5.82,3,347.15,30.21655837,17 Years and 4 Months,No,323.3132792,LowspentMediumvaluepayments,415.3838248,
5290,CUS0xc2d8,January,Annay,49,Engineer,16221.07,1510.755833,0,3,3,2,"Auto Loan, and Home Equity Loan",6,6,5.39,2,197.05,33.28934181,15 Years and 11 Months,No,120.1654494,LowspentMediumvaluepayments,291.6581384,
5291,CUS0x4ddf,April,Malonep,30,Lawyer,40984.4,3655.366667,3,5,7,2,"Payday Loan, and Personal Loan",25,4,9,4,292.09,33.9712715,,No,10000,HighspentMediumvaluepayments,473.2050371,
5292,CUS0x790d,January,Katharina Barty,43,Journalist,92807.49,7862.9575,1,6,3480,2,"Auto Loan, and Payday Loan",15,10,,0,1393.25,34.60609591,17 Years and 2 Months,NM,320.2506864,LowspentSmallvaluepayments,614.6784572,
5293,CUS0xadc4,April,Lauren Tarah,34,Lawyer,31506.9,,6,10,34,7,"Credit-Builder Loan, Personal Loan, Not Specified, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",54,15,16.75,7,1612.7,30.90492352,12 Years and 11 Months,NM,144.2040648,LowspentSmallvaluepayments,274.9295952,
